https://github.com/AOSP-ROM/frameworks_base/raw/08836d00658ce582bcf01c04cdb32ad9dbde1848/core/proto/android/providers/settings.proto,settings.proto,,,,,
https://github.com/mukesh22584/colt_frameworks_base/raw/44de90f6ea653e3e03e60b6d2c85e1a1789a3d2e/core/proto/android/providers/settings.proto,settings.proto,,,,,
https://github.com/MrApocalypse/frameworks_base/raw/d792e08b39a5ecb3d72e4386ac4e3e4cc02db3e9/core/proto/android/providers/settings.proto,settings.proto,,,,,
https://github.com/pju725/pengHadoopBranch/raw/bcdcac5d2917aeb9d24e31c1701f92f55557b514/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/proto/yarn_service_protos.proto,yarn_service_protos.proto,,,,,
https://github.com/pju725/pengHadoopBranch/raw/bcdcac5d2917aeb9d24e31c1701f92f55557b514/hadoop-hdfs-project/hadoop-hdfs-client/src/main/proto/ClientNamenodeProtocol.proto,ClientNamenodeProtocol.proto,,,,,
https://github.com/ryneli/RsyncHadoop/raw/c4bdd9171afdff5d2c9e92b8047d2530f0a83995/hadoop-hdfs-project/hadoop-hdfs/src/main/proto/ClientNamenodeProtocol.proto,ClientNamenodeProtocol.proto,,,,,
https://github.com/simonzhangsm/WDP/raw/25680b545b5f2092d7d995a348f7d188b8156ca2/hadoop-hdfs-project/hadoop-hdfs/src/main/proto/ClientNamenodeProtocol.proto,ClientNamenodeProtocol.proto,,,,,
https://github.com/simonzhangsm/WDP/raw/25680b545b5f2092d7d995a348f7d188b8156ca2/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/proto/yarn_service_protos.proto,yarn_service_protos.proto,,,,,
https://github.com/pju725/pengHadoopBranch/raw/bcdcac5d2917aeb9d24e31c1701f92f55557b514/hadoop-hdfs-project/hadoop-hdfs/src/main/proto/QJournalProtocol.proto,QJournalProtocol.proto,,,,,
https://github.com/ryneli/RsyncHadoop/raw/c4bdd9171afdff5d2c9e92b8047d2530f0a83995/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/proto/yarn_protos.proto,yarn_protos.proto,,,,,
https://github.com/ryneli/RsyncHadoop/raw/c4bdd9171afdff5d2c9e92b8047d2530f0a83995/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-api/src/main/proto/yarn_protos.proto,yarn_protos.proto,,,,,
